PDB,label,year,resolution,type,operation,data
3wd9,8.080921907623926,2013,2.50,IC50,=,8.3nM
4edz,8.083019952679617,2012,2.00,IC50,=,8.26nM
4hzz,8.08039897621589,2013,1.60,IC50,=,8.31nM
4mf0,8.075720713938118,2013,2.67,Ki,=,8.4nM
4qlu,8.080921907623926,2014,2.80,IC50,=,8.3nM
4wxi,8.075720713938118,2015,2.60,Ki,=,8.4nM
6fiv,8.080921907623926,1998,1.90,Ki,=,8.3nM
1acj,8.086186147616283,1994,2.80,IC50,=,8.2nM
1lhf,8.09151498112135,1996,2.40,Ki,=,8.1nM
2pj0,8.09151498112135,2008,1.65,IC50,=,8.1nM
2rkg,8.086186147616283,2008,1.80,Ki,=,8.2nM
2yfx,8.086186147616283,2011,1.70,Ki,=,8.2nM
3hub,8.086186147616283,2010,2.25,Kd,=,8.2nM
3kqe,8.09151498112135,2010,2.35,Ki,=,8.1nM
3oe6,8.086186147616283,2010,3.20,Ki,=,8.2nM
3s2a,8.09151498112135,2011,2.55,IC50,=,8.1nM
3tu7,8.087777943467584,2011,2.49,Ki,=,8.17nM
4elh,8.086186147616283,2013,2.10,Ki,=,8.2nM
4his,8.09151498112135,2013,1.20,Kd,=,8.1nM
4kzc,8.086186147616283,2013,3.25,IC50,=,8.2nM
4loy,8.09151498112135,2014,1.77,Ki,=,8.1nM
5cf6,8.086186147616283,2015,2.50,IC50,=,8.2nM
1dbk,8.096910013008056,1994,3.00,IC50,=,8nM
1erb,8.096910013008056,1994,1.90,Kd,=,8nM
1fzj,8.096910013008056,2001,1.90,Kd,=,8nM
1ghy,8.096910013008056,2002,1.85,Ki,=,0.008uM
1l6m,8.102372908709558,2003,2.40,Kd,=,7.9nM
1ody,8.096910013008056,1999,2.00,Ki,=,8nM
1p4r,8.096910013008056,2004,2.55,Ki,=,8nM
1pq6,8.100179497572904,2003,2.40,IC50,=,7.94nM
1qj7,8.096910013008056,2000,2.20,IC50,=,8nM
1rhr,8.09963287134353,2004,3.00,IC50,=,7.95nM
1rt1,8.096910013008056,1997,2.55,IC50,=,8nM
1stc,8.096910013008056,1998,2.30,Ki,=,8nM
1uk0,8.096910013008056,2004,3.00,IC50,=,8nM
1xud,8.096910013008056,2005,1.80,IC50,=,8nM
1ype,8.096910013008056,2006,1.81,Ki,=,8nM
1zxc,8.096910013008056,2005,2.28,IC50,=,8nM
2a5u,8.096910013008056,2005,2.70,IC50,=,0.008uM
2b52,8.096910013008056,2005,1.88,IC50,=,8nM
2cf8,8.096910013008056,2006,1.30,Ki,=,0.008uM
2e9u,8.100179497572904,2008,2.00,Ki,=,7.94nM
2hiw,8.096910013008056,2006,2.20,IC50,=,8nM
2iog,8.096910013008056,2007,1.60,IC50,=,8nM
2pvj,8.096910013008056,2008,1.70,Ki,=,8nM
2qk5,8.096910013008056,2008,2.20,IC50,=,8nM
2ql5,8.096910013008056,2007,2.34,Ki,=,8nM
2qp8,8.096910013008056,2008,1.50,IC50,=,8nM
2qzl,8.096910013008056,2008,1.80,IC50,=,8nM
2rcw,8.096910013008056,2008,2.80,Ki,=,8nM
2vvu,8.096910013008056,2009,2.30,Ki,=,8nM
2wpa,8.096910013008056,2010,2.51,IC50,=,8nM
3at4,8.096910013008056,2011,2.20,IC50,=,8.0nM
3caj,8.096910013008056,2008,1.80,Ki,=,8nM
3ccc,8.096910013008056,2008,2.71,IC50,=,8nM
3f15,8.103473782510445,2008,1.70,Kd,=,7.88nM
3ion,8.096910013008056,2010,2.40,IC50,=,8nM
3ith,8.096910013008056,2010,2.80,Ki,=,8nM
3jzs,8.096910013008056,2009,1.78,IC50,=,8nM
3kr8,8.096910013008056,2009,2.10,Kd,=,8nM
3l58,8.096910013008056,2010,1.80,IC50,=,8nM
3l8v,8.096910013008056,2010,2.40,IC50,=,8nM
3l9h,8.096910013008056,2010,2.00,IC50,=,8nM
3lox,8.096910013008056,2011,2.65,Ki,=,8nM
3lxs,8.096910013008056,2010,1.50,IC50,=,8nM
3nal,8.096910013008056,2010,2.65,Kd,=,8nM
3nx7,8.103473782510445,2010,1.80,Kd,=,7.88nM
3qai,8.096910013008056,2012,2.70,IC50,=,8.0nM
3skg,8.096910013008056,2011,2.88,IC50,=,8nM
3tyv,8.096910013008056,2012,1.65,IC50,=,0.008uM
3vw7,8.096910013008056,2012,2.20,Ki,=,8nM
4bid,8.100179497572904,2013,2.80,IC50,=,7.94nM
4d0x,8.096910013008056,2014,1.82,IC50,=,0.008uM
4e90,8.096910013008056,2013,2.50,IC50,=,8nM
4eg5,8.096910013008056,2012,3.10,IC50,=,8nM
4eqc,8.096910013008056,2013,2.01,IC50,=,8nM
4frk,8.096910013008056,2012,2.10,IC50,=,8nM
4hai,8.102372908709558,2012,2.55,IC50,=,7.9nM
4hgl,8.096910013008056,2012,2.40,IC50,=,8nM
4i1c,8.096910013008056,2013,2.00,IC50,=,0.008uM
4i9i,8.096910013008056,2013,2.40,IC50,=,0.008uM
4jq8,8.096910013008056,2013,2.83,IC50,=,8nM
4nwm,8.096910013008056,2014,2.03,IC50,=,8nM
4oq3,8.096910013008056,2014,2.30,IC50,=,8nM
4p10,8.096910013008056,2014,2.00,IC50,=,8nM
4pms,8.102372908709558,2014,2.80,Kd,=,7.9nM
4poj,8.096910013008056,2014,2.00,Kd,=,8nM
4r74,8.096910013008056,2015,1.93,Kd,=,8nM
4rwl,8.096910013008056,2015,2.19,Kd,=,8nM
4ryg,8.096910013008056,2015,2.65,IC50,=,0.008uM
4u44,8.096910013008056,2014,2.43,IC50,=,8nM
4wf2,8.09528445472132,2014,2.31,Kd,=,8.03nM
4wht,8.102372908709558,2014,2.22,Kd,=,7.9nM
4why,8.102372908709558,2014,2.62,Kd,=,7.9nM
4wke,8.096910013008056,2014,1.62,Kd,=,8nM
4wnp,8.096910013008056,2015,1.88,IC50,=,8nM
4xy2,8.096910013008056,2015,2.03,IC50,=,8nM
4zj4,8.096910013008056,2015,1.50,Ki,=,0.008uM
4zxx,8.096910013008056,2015,2.60,Ki,=,8nM
4zyi,8.096910013008056,2015,1.67,IC50,=,0.008uM
5ar8,8.102372908709558,2015,2.79,IC50,=,7.9nM
1err,8.113509274827518,1998,2.60,IC50,=,7.7nM
1ndz,8.113509274827518,2003,2.00,Ki,=,7.7nM
1nvr,8.10790539730952,2003,1.80,Ki,=,7.8nM
2jko,8.113509274827518,2008,1.65,IC50,=,7.7nM
2jkq,8.113509274827518,2008,2.60,IC50,=,7.7nM
2pq9,8.10790539730952,2008,1.60,Ki,=,7.8nM
2znu,8.113509274827518,2009,1.80,Ki,=,7.7nM
3fv2,8.113509274827518,2010,1.50,Ki,=,7.7nM
3vry,8.113509274827518,2013,2.48,IC50,=,7.7nM
3vye,8.113509274827518,2012,2.70,IC50,=,7.7nM
4aze,8.10790539730952,2012,3.15,Kd,=,7.8nM
4cp7,8.10790539730952,2014,1.80,Ki,=,7.8nM
4ge4,8.113509274827518,2012,2.41,Ki,=,7.7nM
4p6g,8.113509274827518,2014,1.58,IC50,=,7.70nM
4puz,8.113509274827518,2014,2.08,IC50,=,7.7nM
4v01,8.113509274827518,2014,2.33,Kd,=,7.7nM
4v04,8.113509274827518,2014,2.12,Kd,=,7.7nM
4z1j,8.113509274827518,2015,1.27,Ki,=,7.7nM
4z7i,8.113509274827518,2015,3.31,IC50,=,7.7nM
5ea4,8.10790539730952,2015,2.30,Kd,=,7.8nM
1o5r,8.1249387366083,2004,2.35,Ki,=,7.5nM
2k2g,8.1249387366083,2008,NMR,Kd,=,7.5nM
2yi0,8.1249387366083,2012,1.60,Kd,=,7.5nM
3hiv,8.1249387366083,2009,2.14,Ki,=,7.5nM
3rwc,8.119186407719209,2012,2.50,IC50,=,7.6nM
3upx,8.1249387366083,2012,2.27,Ki,=,7.5nM
4li8,8.1249387366083,2013,2.52,IC50,=,7.5nM
4ngs,8.119186407719209,2014,1.68,Ki,=,7.6nM
2yk1,8.130768280269024,2011,1.85,Kd,=,7.4nM
3dng,8.130768280269024,2009,2.00,IC50,=,7.4nM
3oev,8.130768280269024,2011,2.85,IC50,=,7.4nM
3q3k,8.130768280269024,2011,2.00,IC50,=,7.4nM
4pop,8.12842706445412,2014,2.20,Kd,=,7.44nM
4qfr,8.130768280269024,2014,3.34,Kd,=,7.4nM
5alc,8.130768280269024,2015,1.70,Kd,=,7.4nM
1g35,8.136677139879543,2001,1.80,Ki,=,7.3nM
1yqj,8.136677139879543,2005,2.00,Ki,=,7.3nM
3b4f,8.142667503568731,2008,1.89,Ki,=,7.2nM
3ljz,8.136677139879543,2011,2.00,Ki,=,7.3nM
3lxg,8.137868620686962,2010,2.30,IC50,=,7.28nM
3odu,8.136677139879543,2010,2.50,Ki,=,7.3nM
3oe8,8.136677139879543,2010,3.10,Ki,=,7.3nM
3ryx,8.136677139879543,2011,1.60,Kd,=,7.3nM
4buq,8.136677139879543,2014,2.20,Kd,=,7.3nM
4isi,8.136677139879543,2013,1.94,Ki,=,7.3nM
4jt9,8.142667503568731,2013,2.24,IC50,=,0.0072uM
4q07,8.136677139879543,2015,1.15,Kd,=,7.3nM
4rlp,8.136677139879543,2015,2.79,IC50,=,7.3nM
1aq1,8.154901959985743,1997,2.00,IC50,=,7nM
1fkh,8.154901959985743,1994,1.95,Ki,=,7nM
1g27,8.154901959985743,2001,2.10,IC50,=,7nM
1ikx,8.154901959985743,2001,2.80,IC50,=,7.0nM
1jlq,8.154901959985743,2001,3.00,IC50,=,0.007uM
1pfy,8.154901959985743,2004,1.93,IC50,=,7nM
1pmn,8.148741651280925,2003,2.20,IC50,=,7.1nM
1tfz,8.154901959985743,2004,1.80,IC50,=,7nM
1tt1,8.154901959985743,2005,1.93,IC50,=,0.007uM
1u9x,8.154901959985743,2005,2.10,IC50,=,7nM
1w5v,8.148741651280925,2004,1.80,Ki,=,7.1nM
2ayp,8.154901959985743,2006,2.90,IC50,=,7nM
2bed,8.154901959985743,2006,2.70,IC50,=,0.007uM
2bkz,8.154901959985743,2006,2.60,IC50,=,7nM
2d1n,8.154901959985743,2006,2.37,Ki,=,7nM
2fm2,8.154901959985743,2006,2.70,Ki,=,7nM
2fxu,8.154901959985743,2006,1.35,Kd,=,7nM
2jf4,8.154901959985743,2007,2.20,Kd,=,7nM
2q1q,8.154901959985743,2007,1.90,Ki,=,7nM
2wxi,8.154901959985743,2010,2.80,IC50,=,7nM
2ydk,8.154901959985743,2012,1.90,IC50,=,7nM
2ywp,8.154901959985743,2007,2.90,IC50,=,7nM
2zof,8.154901959985743,2008,2.30,IC50,=,7nM
3bea,8.154901959985743,2008,2.02,IC50,=,0.007uM
3bu1,8.148741651280925,2008,1.40,Kd,=,7.1nM
3byo,8.154901959985743,2008,2.00,IC50,=,7nM
3d8w,8.154901959985743,2009,1.70,Ki,=,7.0nM
3dz5,8.154901959985743,2009,2.43,IC50,=,7nM
3faa,8.148741651280925,2009,3.35,Ki,=,7.1nM
3frz,8.154901959985743,2009,1.86,IC50,=,7nM
3g0b,8.154901959985743,2010,2.25,IC50,=,7nM
3h0e,8.154901959985743,2009,2.00,IC50,=,7nM
3i1y,8.154901959985743,2009,2.47,IC50,=,7nM
3i4b,8.154901959985743,2010,2.30,Ki,=,7nM
3kb7,8.154901959985743,2010,2.50,IC50,=,7nM
3l54,8.154901959985743,2010,2.30,IC50,=,7nM
3nw6,8.154901959985743,2010,2.20,IC50,=,7nM
3nww,8.154901959985743,2010,2.09,IC50,=,7nM
3nxq,8.154901959985743,2010,1.99,Ki,=,7nM
3oaw,8.154901959985743,2010,2.75,Ki,=,7nM
3r4o,8.154901959985743,2011,2.65,Ki,=,7nM
3rtp,8.154901959985743,2013,2.40,IC50,=,7nM
3v5l,8.154901959985743,2012,1.86,IC50,=,7.0nM
4alv,8.154901959985743,2013,2.59,IC50,=,7nM
4bcf,8.154901959985743,2013,3.01,Ki,=,7nM
4bcg,8.154901959985743,2013,3.08,Ki,=,7nM
4dbn,8.154901959985743,2012,3.15,IC50,=,7.0nM
4e4x,8.154901959985743,2012,3.60,IC50,=,7nM
4eo8,8.154901959985743,2012,1.80,Kd,=,7nM
4erw,8.154901959985743,2012,2.00,IC50,=,7nM
4ge7,8.148741651280925,2012,2.10,Ki,=,7.1nM
4jr5,8.154901959985743,2013,1.91,IC50,=,0.007uM
4jze,8.154901959985743,2013,1.52,IC50,=,7nM
4kip,8.154901959985743,2013,2.27,IC50,=,7nM
4l33,8.154901959985743,2013,2.10,IC50,=,7nM
4loo,8.154901959985743,2013,1.95,Kd,=,7nM
4lop,8.154901959985743,2013,2.05,Kd,=,0.007uM
4loq,8.154901959985743,2013,2.32,Kd,=,0.007uM
4lxb,8.154901959985743,2014,1.61,IC50,=,7nM
4ly9,8.154901959985743,2013,2.35,Kd,=,7nM
4mbi,8.154901959985743,2013,2.30,IC50,=,7nM
4n5t,8.154901959985743,2013,1.70,Ki,=,7nM
4ona,8.154901959985743,2014,2.40,IC50,=,7nM
4op3,8.154901959985743,2014,2.82,IC50,=,7nM
4qiz,8.148741651280925,2015,1.55,Kd,=,7.1nM
4qt1,8.154901959985743,2015,2.40,IC50,=,7nM
4uwf,8.154901959985743,2014,2.99,IC50,=,7nM
4uwg,8.154901959985743,2014,2.70,IC50,=,7nM
4ycl,8.154901959985743,2015,3.25,Kd,=,7nM
4yl3,8.154901959985743,2015,1.41,IC50,=,0.007uM
4ytf,8.154901959985743,2015,1.78,Ki,=,0.007uM
1c8l,8.161150909262744,2000,2.30,IC50,=,6.9nM
3g08,8.16475346000369,2009,1.60,Kd,=,6.843nM
3w2s,8.161150909262744,2013,1.90,IC50,=,6.9nM
4elg,8.161150909262744,2013,2.10,Ki,=,6.9nM
4zud,8.161150909262744,2015,2.80,Kd,=,6.9nM
2g63,8.173925197299173,2006,2.00,Ki,=,6.7nM
3hac,8.173925197299173,2009,2.00,IC50,=,6.7nM
3krd,8.167491087293763,2010,2.50,Ki,=,6.8nM
3kwf,8.167491087293763,2010,2.40,IC50,=,6.8nM
3rz8,8.173925197299173,2011,1.70,Kd,=,6.7nM
3zim,8.167491087293763,2013,2.85,IC50,=,6.8nM
4aac,8.173925197299173,2012,2.50,IC50,=,6.7nM
4ayy,8.173925197299173,2012,2.60,Ki,=,6.7nM
4k5y,8.173925197299173,2013,2.98,Kd,=,6.7nM
4mxc,8.173925197299173,2014,1.63,IC50,=,6.7nM
4q09,8.173925197299173,2015,1.20,Kd,=,6.7nM
4q1e,8.167491087293763,2014,1.85,Ki,=,6.8nM
4qjm,8.173925197299173,2015,1.75,Kd,=,6.7nM
4xct,8.173925197299173,2015,1.30,IC50,=,6.7nM
4z0q,8.167491087293763,2015,1.45,Ki,=,6.8nM
1dwd,8.18045606445813,1994,3.00,Ki,=,6.6nM
2f80,8.18045606445813,2006,1.45,Ki,=,6.6nM
2iiv,8.18045606445813,2006,2.15,IC50,=,6.6nM
2pj3,8.18045606445813,2008,1.64,IC50,=,6.6nM
3ixk,8.18045606445813,2010,2.50,IC50,=,6.6nM
3l3n,8.18045606445813,2010,2.30,Ki,=,6.6nM
3oe9,8.18045606445813,2010,3.10,Ki,=,6.6nM
3wzj,8.18045606445813,2015,2.75,IC50,=,6.6nM
4anb,8.18045606445813,2012,2.20,IC50,=,6.6nM
4kbk,8.18045606445813,2013,2.10,IC50,=,6.6nM
4qlq,8.18045606445813,2014,2.40,IC50,=,6.6nM
1epq,8.187086643357144,1994,1.90,Ki,=,6.5nM
1oky,8.187086643357144,2004,2.30,IC50,=,6.5nM
1p03,8.193820026016112,1990,2.15,Ki,=,6.4nM
1w6j,8.187086643357144,2004,2.20,IC50,=,6.5nM
2h5d,8.193820026016112,2006,0.90,Ki,=,6.4nM
2h65,8.187086643357144,2006,2.30,Ki,=,6.5nM
2r59,8.187086643357144,2008,1.89,Ki,=,6.5nM
2wtw,8.187086643357144,2010,3.30,Kd,=,6.5nM
2yj8,8.187086643357144,2011,1.30,IC50,=,0.0065uM
2zir,8.193820026016112,2009,2.40,IC50,=,6.4nM
3blr,8.193820026016112,2008,2.80,Kd,=,6.4nM
3c5u,8.193820026016112,2008,2.80,IC50,=,6.4nM
3g6h,8.193820026016112,2009,2.35,IC50,=,6.4nM
3hit,8.193820026016112,2009,2.29,Ki,=,6.4nM
3hpt,8.187086643357144,2009,2.19,Ki,=,6.5nM
3roc,8.193820026016112,2011,1.70,Ki,=,6.4nM
4mc2,8.193820026016112,2014,1.56,Ki,=,6.4nM
5acy,8.193820026016112,2015,2.01,Kd,=,6.4nM
5fl5,8.193820026016112,2015,2.05,Ki,=,6.4nM
1ek2,8.200659450546418,2000,3.00,Ki,=,6.3nM
1owd,8.200659450546418,2003,2.32,Ki,=,6.3nM
1sqp,8.200659450546418,2005,2.70,IC50,=,6.3nM
2jds,8.200659450546418,2007,2.00,Ki,=,6.3nM
2jdv,8.200659450546418,2007,2.08,Ki,=,6.3nM
2jjr,8.202040356262804,2008,2.30,IC50,=,6.28nM
2jkk,8.204815410317575,2008,2.00,IC50,=,6.24nM
2pqj,8.198596289982644,2008,2.80,Kd,=,6.33nM
3cjf,8.200659450546418,2008,2.15,IC50,=,6.3nM
3dcr,8.200659450546418,2008,1.40,IC50,=,6.3nM
3k23,8.200659450546418,2009,3.00,IC50,=,6.3nM
3qd4,8.199970640755867,2011,2.30,IC50,=,6.31nM
4abi,8.200659450546418,2012,1.55,Ki,=,6.3nM
4bhn,8.199970640755867,2013,2.30,IC50,=,6.31nM
4ezk,8.200659450546418,2013,2.80,IC50,=,6.3nM
4gg7,8.200659450546418,2012,2.27,Ki,=,6.3nM
4jr0,8.200659450546418,2013,1.80,Kd,=,6.3nM
1o0d,8.207608310501746,2003,2.44,IC50,=,6.2nM
1onh,8.207608310501746,2003,1.38,IC50,=,6.2nM
2e9n,8.207608310501746,2008,2.50,IC50,=,6.2nM
2ff1,8.207608310501746,2006,2.07,Ki,=,6.2nM
2ff2,8.207608310501746,2006,2.20,Ki,=,6.2nM
3u6j,8.207608310501746,2012,2.15,IC50,=,6.2nM
3up7,8.214670164989233,2012,3.05,IC50,=,6.1nM
3vhe,8.207608310501746,2011,1.55,IC50,=,6.2nM
4hiq,8.207608310501746,2013,1.18,Kd,=,6.2nM
4hyu,8.207608310501746,2013,2.15,IC50,=,6.2nM
4ixh,8.214670164989233,2013,2.10,IC50,=,6.1nM
4m6q,8.214670164989233,2013,2.41,IC50,=,6.1nM
4x5p,8.207608310501746,2015,1.00,Kd,=,6.2nM
5c4o,8.214670164989233,2015,2.24,IC50,=,6.1nM
1ao8,8.221848749616356,1998,NMR,IC50,=,6nM
1dth,8.221848749616356,1997,2.00,IC50,=,6nM
1dtq,8.221848749616356,2000,2.80,IC50,=,6nM
1efy,8.221848749616356,2001,2.20,Ki,=,6nM
1em6,8.221848749616356,2000,2.20,IC50,=,6nM
1ets,8.221848749616356,1994,2.30,Ki,=,6nM
1h1d,8.221848749616356,2003,2.00,Ki,=,6.0nM
1h1s,8.221848749616356,2002,2.00,Ki,=,6nM
1jr1,8.221848749616356,2001,2.60,Ki,=,6nM
1kdz,8.221848749616356,2001,1.40,Ki,=,6nM
1pl0,8.221848749616356,2004,2.60,Ki,=,6nM
1rt2,8.221848749616356,1997,2.55,IC50,=,6nM
1sje,8.221848749616356,2004,2.45,Kd,=,6nM
1u9v,8.221848749616356,2005,2.20,IC50,=,6nM
1w11,8.221848749616356,2008,2.00,Ki,=,6nM
2az8,8.221848749616356,2006,2.00,IC50,=,6nM
2c6o,8.221848749616356,2005,2.10,Ki,=,6nM
2cbs,8.221848749616356,1999,2.10,IC50,=,6nM
2cji,8.221848749616356,2006,2.10,Ki,=,6nM
2ow2,8.221848749616356,2007,2.90,IC50,=,6nM
2qzx,8.221848749616356,2008,2.50,IC50,=,6nM
2v16,8.221848749616356,2008,2.80,IC50,=,6nM
2vvv,8.221848749616356,2009,1.73,Ki,=,6nM
2zcs,8.221848749616356,2008,2.03,Ki,=,6nM
3bym,8.221848749616356,2008,2.00,IC50,=,6nM
3d1y,8.221848749616356,2008,1.05,Ki,=,6nM
3d9v,8.221848749616356,2008,3.30,Ki,=,6nM
3h0y,8.221848749616356,2009,2.50,IC50,=,6nM
3hhk,8.221848749616356,2009,1.70,IC50,=,6nM
3i28,8.221848749616356,2009,1.95,IC50,=,6nM
3l3m,8.221848749616356,2010,2.50,Ki,=,6nM
3le9,8.221848749616356,2010,1.85,Ki,=,6nM
3nan,8.221848749616356,2010,3.10,Kd,=,6nM
3pup,8.221848749616356,2010,2.99,IC50,=,6nM
3pz4,8.221848749616356,2011,2.10,IC50,=,6nM
3q77,8.221848749616356,2011,2.00,IC50,=,6nM
3tti,8.221848749616356,2012,2.20,IC50,=,6nM
3u2q,8.221848749616356,2012,2.70,Kd,=,6nM
3upi,8.221848749616356,2012,2.00,IC50,=,6nM
3v5t,8.221848749616356,2012,2.13,Ki,=,6nM
3whw,8.221848749616356,2014,2.70,IC50,=,6nM
3zbx,8.221848749616356,2013,2.20,Ki,=,6nM
4a7c,8.221848749616356,2012,2.30,IC50,=,0.006uM
4bci,8.221848749616356,2013,3.10,Ki,=,6nM
4bs4,8.221848749616356,2013,1.89,IC50,=,6nM
4bs5,8.221848749616356,2013,1.25,IC50,=,6nM
4c4g,8.221848749616356,2013,2.65,IC50,=,0.006uM
4c4h,8.221848749616356,2013,2.80,IC50,=,6nM
4deg,8.221848749616356,2012,2.00,IC50,=,6nM
4e20,8.221848749616356,2012,2.60,IC50,=,6nM
4gtt,8.221848749616356,2012,2.05,IC50,=,6nM
4h3g,8.221848749616356,2012,1.85,Ki,=,6nM
4hym,8.221848749616356,2013,1.90,Ki,=,6nM
4i7c,8.221848749616356,2013,2.80,IC50,=,0.006uM
4j9a,8.221848749616356,2013,3.20,Kd,<,6nM
4kba,8.221848749616356,2013,1.98,IC50,=,6.0nM
4kju,8.221848749616356,2013,1.60,IC50,=,6nM
4lko,8.221848749616356,2013,2.43,Ki,=,6.0nM
4lwv,8.221848749616356,2014,2.32,IC50,=,6nM
4otf,8.221848749616356,2015,1.95,IC50,=,0.006uM
4pdk,8.221848749616356,2015,2.80,Kd,=,6nM
4qyo,8.221848749616356,2015,1.21,Kd,=,6nM
4r3s,8.221848749616356,2015,1.70,Kd,=,6nM
4u0i,8.221848749616356,2014,2.00,IC50,=,6nM
4x7n,8.221848749616356,2015,2.35,IC50,=,6nM
4xcu,8.221848749616356,2015,1.71,Kd,=,6nM
4xh2,8.221848749616356,2015,2.00,Kd,=,6nM
4yl0,8.221848749616356,2015,1.52,IC50,=,0.006uM
4ylj,8.221848749616356,2015,2.58,IC50,=,0.006uM
4z7s,8.221848749616356,2015,2.70,Kd,=,6nM
5alz,8.221848749616356,2015,2.30,IC50,=,0.006uM
5amg,8.221848749616356,2015,1.55,Ki,=,6.0nM
1ero,8.229147988357855,2000,2.10,Ki,=,5.9nM
2w1f,8.229147988357855,2009,2.85,IC50,=,5.9nM
3e5a,8.229147988357855,2008,2.30,Ki,=,5.9nM
3f16,8.228412519118745,2008,1.16,Kd,=,5.91nM
3qbn,8.229147988357855,2012,3.50,IC50,=,5.9nM
4kfq,8.232102383981909,2013,2.20,Kd,=,5.86nM
4ptg,8.229147988357855,2015,2.36,IC50,=,5.9nM
4z1n,8.229884705212898,2015,1.47,Ki,=,5.89nM
1eve,8.244125144327509,1999,2.50,IC50,=,5.7nM
1jd0,8.244125144327509,2001,1.50,Ki,=,5.7nM
1ke6,8.244125144327509,2002,2.00,IC50,=,5.7nM
1nmk,8.244125144327509,2003,2.10,IC50,=,5.7nM
1npv,8.244125144327509,2003,2.00,IC50,=,5.7nM
1u9e,8.244125144327509,2005,2.40,IC50,=,5.7nM
1ydb,8.236572006437063,1995,1.90,Kd,=,5.8nM
2gde,8.244125144327509,2007,2.00,IC50,=,5.7nM
3g4l,8.236572006437063,2010,2.50,IC50,=,5.8nM
3hll,8.236572006437063,2009,1.95,Ki,=,5.8nM
4hmq,8.236572006437063,2013,2.10,Kd,=,5.8nM
4rfc,8.244125144327509,2015,1.65,Ki,=,5.7nM
4x6m,8.236572006437063,2015,2.40,Ki,=,5.8nM
4z1e,8.244125144327509,2015,2.01,Ki,=,5.7nM
5a4c,8.244125144327509,2015,2.09,Kd,=,5.7nM
1auj,8.2518119729938,1998,2.10,Ki,=,5.6nM
1c1u,8.2518119729938,2000,1.75,Ki,=,0.0056uM
1g4o,8.2518119729938,2000,1.96,Kd,=,5.6nM
1nvq,8.2518119729938,2003,2.00,Ki,=,5.6nM
2h5e,8.2518119729938,2007,2.80,Kd,=,5.6nM
2pbw,8.254925208417943,2007,2.50,Ki,=,5.56nM
3ug2,8.2518119729938,2012,2.50,Kd,=,5.6nM
3vjl,8.2518119729938,2012,2.39,IC50,=,5.6nM
1iky,8.259637310505756,2001,3.00,IC50,=,5.5nM
2chm,8.259637310505756,2006,1.60,IC50,=,5.5nM
2e2r,8.259637310505756,2007,1.60,Kd,=,5.5nM
3cen,8.259637310505756,2008,1.60,Ki,=,5.5nM
3dpo,8.259637310505756,2009,2.10,Kd,=,5.5nM
3wc7,8.259637310505756,2013,1.90,IC50,=,5.5nM
4di2,8.259637310505756,2012,2.00,IC50,=,5.5nM
4uvy,8.259637310505756,2015,1.95,IC50,=,5.5nM
5ap0,8.259637310505756,2015,2.15,IC50,=,5.5nM
1clu,8.267606240177031,1999,1.70,Kd,=,5.4nM
1wuq,8.267606240177031,2005,2.00,Ki,=,0.0054uM
2cbj,8.267606240177031,2006,2.35,Ki,=,5.4nM
3hek,8.267606240177031,2009,1.95,Ki,=,5.4nM
3tdc,8.267606240177031,2011,2.41,IC50,=,5.4nM
4cps,8.267606240177031,2014,1.55,Ki,=,5.4nM
4djy,8.267606240177031,2012,1.86,Ki,=,5.4nM
4eb9,8.267606240177031,2012,2.60,IC50,=,5.4nM
4l1a,8.26841123481326,2014,1.90,IC50,=,5.39nM
4lp6,8.27083521030723,2013,2.15,Kd,=,5.36nM
4xv2,8.267606240177031,2015,2.50,IC50,=,0.0054uM
3l17,8.2839966563652,2010,3.00,IC50,=,5.2nM
3nw7,8.275724130399212,2010,2.11,IC50,=,5.3nM
3o95,8.275724130399212,2011,2.85,IC50,=,5.3nM
3tt4,8.275724130399212,2012,1.88,Ki,=,5.3nM
4j3d,8.275724130399212,2013,2.00,IC50,=,5.3nM
4mha,8.2839966563652,2014,2.59,IC50,=,0.0052uM
4oc2,8.275724130399212,2014,1.65,Ki,=,5.3nM
4oc3,8.275724130399212,2014,1.79,Ki,=,5.3nM
4pov,8.283162276700475,2014,2.20,Kd,=,5.21nM
1a28,8.292429823902063,1998,1.80,Ki,=,5.1nM
2a4w,8.292429823902063,2006,1.50,Kd,=,5.1nM
4bj8,8.289882634888183,2013,2.40,Kd,=,5.13nM
4wn1,8.292429823902063,2014,3.13,IC50,=,5.1nM
1b6l,8.301029995663981,2000,1.75,Ki,=,5nM
1bzf,8.301029995663981,1999,NMR,Kd,=,5nM
1dtt,8.301029995663981,2000,3.00,IC50,=,5nM
1hv5,8.301029995663981,2001,2.60,Ki,=,5nM
1lqf,8.301029995663981,2002,2.50,IC50,=,5nM
1okz,8.301029995663981,2004,2.51,IC50,=,5nM
1q6t,8.301029995663981,2003,2.30,IC50,=,5nM
1qbq,8.301029995663981,1999,2.40,Ki,=,5nM
1rej,8.301029995663981,2004,2.20,Ki,=,5nM
1rww,8.301029995663981,2004,2.80,Ki,=,5nM
1s17,8.301029995663981,2004,1.95,IC50,<,5nM
1sve,8.301029995663981,2005,2.49,IC50,=,5nM
1tft,8.301029995663981,2005,NMR,Kd,=,0.005uM
1tom,8.301029995663981,1997,1.80,Ki,=,5nM
1u3r,8.301029995663981,2005,2.21,IC50,=,5nM
1uv5,8.301029995663981,2004,2.80,IC50,=,0.005uM
